,target,state_var,test_score,train_mean,train_std,cv_mean,cv_std,strategy,dataset
49,input_u,state_Tlc,-0.6788154586829673,-0.6406627275029416,0.0059862904480057445,-0.9496163927725969,1.0381945277838573,LeaveOneOut,HydroShoot_large
50,input_hs,state_Tlc,-0.7299298610015899,-0.5579441891197766,0.004626407845684784,-2.4837967859310597,5.009417773755935,LeaveOneOut,HydroShoot_large
51,input_Rg,state_Tlc,-0.31820253201776955,-0.2780727712885511,0.00161127854693355,-0.44548740848084967,0.5108038522730366,LeaveOneOut,HydroShoot_large
52,output_Rg,state_Tlc,-0.3756783279595067,-0.3428929586180438,0.0016187566436631404,-0.5078540659650066,0.5064152702091949,LeaveOneOut,HydroShoot_large
53,output_An,state_Tlc,-0.5577132184756389,-0.516340258452166,0.002181803321368677,-0.5930777306353989,0.16840594630539413,LeaveOneOut,HydroShoot_large
54,output_E,state_Tlc,-0.412106630934564,-0.3603581666465591,0.0018946149382505861,-0.525346346320408,0.3297530860797179,LeaveOneOut,HydroShoot_large
55,output_Tleaf,state_Tlc,-0.2493289535605791,-0.2237719270759927,0.001821438174623717,-0.3844879410325144,0.20316557244924077,LeaveOneOut,HydroShoot_large
56,input_Tac,state_gb,-0.989896185348509,-0.7242487225907749,0.006314685421722922,-1.9216309090224002,2.3307183269958753,LeaveOneOut,HydroShoot_large
57,input_u,state_gb,-0.30061629043265503,-0.31709442508037144,0.002693803033397598,-0.47799806305778164,0.3263527644946662,LeaveOneOut,HydroShoot_large
58,input_hs,state_gb,-1.062907903846463,-0.7171989257892969,0.008016283072632203,-3.3761325058718032,5.3372810641633395,LeaveOneOut,HydroShoot_large
59,input_Rg,state_gb,-0.9789882072863322,-0.8931599145214227,0.0033774459357051464,-1.4810245076268769,1.9298752157620145,LeaveOneOut,HydroShoot_large
60,output_Rg,state_gb,-1.0049179621905973,-0.9224926492451506,0.0032031518432259214,-1.427198284469701,1.5383841855493583,LeaveOneOut,HydroShoot_large
61,output_An,state_gb,-0.9627071159878229,-0.9388604005397554,0.0023131249687414644,-1.0327558889385573,0.18101156024946197,LeaveOneOut,HydroShoot_large
62,output_E,state_gb,-0.9579778843320358,-0.8470218523410388,0.0041605451818581525,-1.3183918146857936,0.9387110660684078,LeaveOneOut,HydroShoot_large
63,output_Tleaf,state_gb,-0.9527236212308167,-0.7368208109081159,0.005817215134854046,-1.5807935190565947,1.622448194666128,LeaveOneOut,HydroShoot_large
