,target,state_var,dataset,note,test_score,train_mean,train_std,cv_mean,cv_std
110,input_humidity,env_res,combined_env_res,,-3.7782562690295907e-14,-3.562059717075951e-14,3.124089627086992e-15,-1.1801325631347127e-13,7.814873833266051e-14
111,input_humidity,env_temp_only,combined_env_temp_only,,-0.7720142826845018,-0.643545594442894,0.02813015722144224,-1.9077725545080062,1.3030953333051105
112,input_PARi,env_res,combined_env_res,,-3.056879430493387e-14,-3.315333499060928e-14,2.1153164597202586e-15,-4.384949912980109e-14,1.8348943166400426e-14
113,input_PARi,env_temp_only,combined_env_temp_only,,-0.7766070767773768,-0.7535647674970157,0.01079722007706808,-1.02824317130009,0.6239926605919496
114,output__axes__Total_Transpiration,env_res,combined_env_res,,-0.1667647003852696,-0.13264975847993382,0.004403963830693572,-0.5475907211792778,0.9078590348520915
115,output__axes__Total_Transpiration,env_temp_only,combined_env_temp_only,,-0.533188366341904,-0.44813159771725325,0.015896718921600557,-1.2108094055148646,1.4988491750121822
116,output__axes__C_exudated,env_res,combined_env_res,,-1.00674758087806,-0.8747353822351314,0.028773621079895794,-48.00800001104723,126.2458063679383
117,output__axes__C_exudated,env_temp_only,combined_env_temp_only,,-1.0103495489712164,-0.8778967443120306,0.029936230242381148,-45.201172060741435,118.76577412105841
118,output__axes__SAM_temperature,env_res,combined_env_res,,-0.040481212504366586,-0.0438254433053619,0.0031942499014435016,-0.1290290603709122,0.06449391329392622
119,output__axes__SAM_temperature,env_temp_only,combined_env_temp_only,,-0.0451905885389724,-0.04733241150575116,0.003504246696610265,-0.13491826753801142,0.06096811899349042
120,output__axes__delta_teq,env_res,combined_env_res,,-0.09398408712075891,-0.06154365743767755,0.0034796660013096435,-0.217187473727014,0.15152117481452956
121,output__axes__delta_teq,env_temp_only,combined_env_temp_only,,-0.09112504746533563,-0.06517711032764094,0.0038383064892878365,-0.20160974573414445,0.09660863601106064
122,output__axes__sum_respi_shoot,env_res,combined_env_res,,-0.8955942042392631,-0.7023779000863208,0.03638816687247511,-17.786501339355272,18.01255440302247
123,output__axes__sum_respi_shoot,env_temp_only,combined_env_temp_only,,-0.8336298010275162,-0.7187498283193876,0.03204248511409478,-17.20863700217587,18.49842460878805
124,output__organ_roots__N_exudation,env_res,combined_env_res,,-1.6503133713053293,-0.882181475675254,0.02342485756609561,-3.091313508818786,3.5760028865766316
125,output__organ_roots__N_exudation,env_temp_only,combined_env_temp_only,,-1.699110370604451,-0.8923197600099633,0.02345890085280841,-2.8967394156270956,3.315946582284185
