,target_id,reservoir_id,dataset_id,benchmark,exponent,test_score,train_mean,train_std,cv_mean,cv_std
788,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,6,-0.9887925665641544,-0.5730576965513353,0.06365989370984097,-108611260.37155609,355505166.7927972
789,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,7,-0.9881992067028363,-0.5877896418255435,0.06226979590165796,-974906033.3917634,2252146019.7629237
790,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,8,-0.9609183317744407,-0.931048455901626,0.0057693138656829185,-3505625989.058654,5734675077.658567
791,output__axes__sum_respi_shoot,state__Ts,NEMA_combined,polynomial,9,-0.9682461191353685,-0.9355092075149557,0.00530189247805247,-5421338378.294791,8719557434.662745
792,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,1,-0.6304040685441141,-0.5304229355552417,0.029937279198642343,-17.711909935370898,20.96829545436703
793,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,2,-0.7128359506594648,-0.5773791582483421,0.03823431576911065,-135.64643230333724,242.37455046060256
794,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,3,-0.9554028666266636,-0.8001553222578355,0.010134410820765927,-2128.894250803734,4798.941438091806
795,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,4,-0.9731412354272595,-0.8267490897653085,0.008580897920993136,-61985.7311250394,171534.23594082266
796,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,5,-0.9800960910166321,-0.8451893403655248,0.0075415733576076685,-3082286.9976022243,9904953.307710493
797,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,6,-0.9832799929133035,-0.8584937681623506,0.006756248234529331,-175112915.41436836,594508128.788863
798,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,7,-0.9868684826458296,-0.8744688275466469,0.006042450221293859,-1477531450.3774552,3784470441.425557
799,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,8,-0.9882751957253599,-0.8817182528335759,0.005373569571061673,-4688972957.561745,7909135493.155773
800,output__axes__sum_respi_shoot,state__gs,NEMA_combined,polynomial,9,-0.9895940025909841,-0.8874029398060485,0.004809959707440979,-10174560237.225582,19224111067.236748
801,output__axes__sum_respi_shoot,state__Ag,NEMA_combined,polynomial,1,-0.8055989643250427,-0.6868175434603974,0.021432539656404917,-24.59587669822093,36.900952517138755
