,target_id,reservoir_id,dataset_id,benchmark,lookahead,test_score,train_mean,train_std,cv_mean,cv_std
78,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,1,-0.6519042591293481,-0.6161615419538209,0.013977080641558729,-2.312530239035362,1.8521029437591356
79,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,2,-0.6411860505058883,-0.6114793165508571,0.012705330164660189,-2.2583837305377683,1.9678664538337802
80,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,3,-0.6590897919884163,-0.6681746856926716,0.01087236310599012,-2.2191628189241372,1.8255872373218838
81,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,4,-0.6980874580889946,-0.7414701434792577,0.010015429397861788,-2.0212648812955374,1.4461466558493672
82,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,5,-0.7570367814231763,-0.8152802362658031,0.009496271359024776,-1.9388900399627744,1.2734628665414163
83,input_air_temperature,state__PARa,NEMA_combined,near_future_pred,6,-0.8240800360526535,-0.8845118192910618,0.008718669803554107,-1.8817597378958006,1.1411669661019554
84,input_humidity,state__An,NEMA_combined,near_future_pred,0,-0.6548300622610111,-0.464363964318817,0.014436537675566883,-1.6168171988809725,2.166546463358598
85,input_humidity,state__An,NEMA_combined,near_future_pred,1,-0.6703652008982722,-0.4453504894984093,0.012348892809368087,-1.371454483313277,1.401885936065007
86,input_humidity,state__An,NEMA_combined,near_future_pred,2,-0.7108407686260984,-0.4707104234216031,0.01136818003562339,-1.2892194634877483,1.3713784411504317
87,input_humidity,state__An,NEMA_combined,near_future_pred,3,-0.7701870387820536,-0.5555918133791056,0.012485367962623997,-1.382074984476953,1.704547889174342
88,input_humidity,state__An,NEMA_combined,near_future_pred,4,-0.8645731206728827,-0.7730240087028257,0.014842622094169072,-1.2868486933042933,1.1093058712435064
89,input_humidity,state__An,NEMA_combined,near_future_pred,5,-0.9026396440929649,-0.8495692464514615,0.010780974285625177,-1.2977433465955488,0.8590564753664508
90,input_humidity,state__An,NEMA_combined,near_future_pred,6,-0.9471820437398393,-0.9191974550006909,0.007792087680227832,-1.3507298201815217,0.7440943137016959
91,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,0,-0.28048953834284124,-0.20454469182463714,0.011721652012644685,-0.657330843480295,0.7159952117333275
92,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,1,-0.41304995715564663,-0.35977174125148625,0.01648929882413971,-1.004193314941968,0.8835624105101674
93,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,2,-0.607640588596652,-0.5550241876278383,0.012582708499804517,-1.2942236766515072,1.3768925251658752
94,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,3,-0.7174745111538496,-0.6946406280168552,0.01275977185846425,-1.4174063156363605,1.364549957029903
95,input_humidity,state__Transpiration,NEMA_combined,near_future_pred,4,-0.8275728879541207,-0.813567548527549,0.010451806172252638,-1.3478974272766155,0.9121681197617479
