time,Tac,u,hs,Rg
2012-05-28 10:00:00,26.94,1.124,38.92,796.1111111111
2012-05-28 11:00:00,27.05,1.214,35.12,841.9444444444
2012-05-28 12:00:00,27.58,1.027,31.46,573.3333333333
2012-05-28 13:00:00,26.84,2.114,40.05,559.4444444444
2012-05-28 14:00:00,26.03,1.858,44.72,377.5
2012-05-28 15:00:00,23.81,2.142,42.56,160.3333333333
2012-05-28 16:00:00,24.03,1.535,47.24,140.0277777778
2012-05-28 17:00:00,23.76,1.964,52.19,178.6111111111
2012-05-28 18:00:00,23.83,1.281,44.47,112.3888888889
2012-05-28 19:00:00,22.55,0.64,46.51,31.8611111111
2012-05-28 20:00:00,21.28,0.379,53.63,0.0
2012-05-28 21:00:00,21.08,0.634,61.49,0.0
2012-05-28 22:00:00,19.47,0.471,61.7,0.0
2012-05-28 23:00:00,18.39,0.533,63.74,0.0
2012-05-29 00:00:00,17.52,0.519,63.96,0.0
2012-05-29 01:00:00,16.99,0.427,61.93,0.0
2012-05-29 02:00:00,17.12,0.797,55.63,0.0
2012-05-29 03:00:00,16.38,0.59,60.78,0.0
2012-05-29 04:00:00,15.71,0.248,65.33,0.0
2012-05-29 05:00:00,15.57,0.096,71.7,23.1666666667
2012-05-29 06:00:00,20.04,0.396,48.99,189.5277777778
2012-05-29 07:00:00,24.95,0.394,37.93,369.7222222222
2012-05-29 08:00:00,25.81,0.839,33.31,529.4444444444
2012-05-29 09:00:00,26.87,1.043,30.53,661.6666666667
2012-05-29 10:00:00,27.74,1.458,27.95,782.7777777778
2012-05-29 11:00:00,27.12,1.84,34.64,847.5
2012-05-29 12:00:00,28.25,1.976,31.52,886.6666666667
2012-05-29 13:00:00,28.45,2.035,30.17,851.3888888889
2012-05-29 14:00:00,28.85,2.418,28.95,822.2222222222
2012-05-29 15:00:00,28.98,2.393,28.54,701.6666666667
2012-05-29 16:00:00,28.37,2.142,30.63,547.2222222222
2012-05-29 17:00:00,25.68,2.058,36.8,135.25
2012-05-29 18:00:00,23.88,2.058,43.37,99.75
2012-05-29 19:00:00,23.08,1.474,47.31,23.9166666667
2012-05-29 20:00:00,21.34,0.521,48.41,0.0
2012-05-29 21:00:00,21.96,0.392,57.02,0.0
2012-05-29 22:00:00,20.67,0.149,53.02,0.0
2012-05-29 23:00:00,19.73,0.469,57.36,0.0
2012-05-30 00:00:00,18.39,0.376,60.01,0.0
2012-05-30 01:00:00,17.78,0.211,63.95,0.0
2012-05-30 02:00:00,17.45,0.401,64.09,0.0
2012-05-30 03:00:00,17.19,0.318,64.23,0.0
2012-05-30 04:00:00,16.78,0.174,68.03,0.0
2012-05-30 05:00:00,16.92,0.042,70.3,20.4166666667
2012-05-30 06:00:00,20.71,0.345,52.92,153.25
2012-05-30 07:00:00,23.52,0.949,43.21,332.7777777778
2012-05-30 08:00:00,26.88,1.3,35.74,510.8333333333
2012-05-30 09:00:00,28.22,1.58,35.8,670.0
2012-05-30 10:00:00,29.69,1.245,30.92,796.6666666667
2012-05-30 11:00:00,28.86,1.761,36.66,552.7777777778
2012-05-30 12:00:00,28.99,2.572,37.47,860.0
2012-05-30 13:00:00,29.06,2.846,36.19,862.2222222222
2012-05-30 14:00:00,29.52,2.871,35.23,808.3333333333
2012-05-30 15:00:00,28.71,2.854,40.17,691.3888888889
2012-05-30 16:00:00,27.23,2.859,48.83,540.8333333333
2012-05-30 17:00:00,26.97,2.555,48.03,245.2777777778
2012-05-30 18:00:00,26.85,0.959,49.86,167.4166666667
2012-05-30 19:00:00,25.03,0.603,57.65,31.9166666667
2012-05-30 20:00:00,22.61,0.58,54.08,0.0
2012-05-30 21:00:00,22.56,0.496,61.2,0.0
2012-05-30 22:00:00,21.15,0.292,57.83,0.0
2012-05-30 23:00:00,20.27,0.326,63.45,0.0
2012-05-31 00:00:00,20.07,0.215,69.76,0.0
2012-05-31 01:00:00,19.54,0.25,69.3,0.0
2012-05-31 02:00:00,18.12,0.029,70.4,0.0
2012-05-31 03:00:00,18.06,0.265,65.65,0.0
2012-05-31 04:00:00,18.4,0.522,62.47,0.0
2012-05-31 05:00:00,18.4,0.42,62.06,32.5
2012-05-31 06:00:00,21.78,0.42,50.06,162.0277777778
2012-05-31 07:00:00,25.01,0.456,45.57,283.8888888889
2012-05-31 08:00:00,27.35,0.769,39.46,508.0555555556
2012-05-31 09:00:00,28.35,0.986,33.7,649.7222222222
2012-05-31 10:00:00,28.67,1.263,35.32,769.7222222222
2012-05-31 11:00:00,29.67,1.645,33.41,860.2777777778
2012-05-31 12:00:00,29.05,2.042,33.14,851.1111111111
2012-05-31 13:00:00,28.71,2.643,33.88,701.3888888889
2012-05-31 14:00:00,28.92,2.521,39.23,556.3888888889
2012-05-31 15:00:00,29.05,2.442,44.71,633.8888888889
2012-05-31 16:00:00,30.47,2.143,36.38,518.6111111111
2012-05-31 17:00:00,30.99,1.748,28.19,365.2777777778
2012-05-31 18:00:00,29.46,2.694,35.91,200.5555555556
2012-05-31 19:00:00,27.98,1.352,37.07,49.5833333333
2012-05-31 20:00:00,26.45,1.476,41.28,0.0
2012-05-31 21:00:00,25.38,0.681,45.96,0.0
2012-05-31 22:00:00,24.78,0.599,48.53,0.0
2012-05-31 23:00:00,22.55,0.768,44.82,0.0
2012-06-01 00:00:00,23.44,0.558,51.39,0.0
2012-06-01 01:00:00,23.04,0.867,51.8,0.0
2012-06-01 02:00:00,21.15,0.619,49.5,0.0
2012-06-01 03:00:00,19.73,0.583,55.26,0.0
2012-06-01 04:00:00,19.0,0.245,57.85,0.0
2012-06-01 05:00:00,19.0,0.171,61.98,23.2777777778
2012-06-01 06:00:00,21.43,0.636,51.75,174.4444444444
2012-06-01 07:00:00,24.94,0.723,48.82,341.6666666667
2012-06-01 08:00:00,26.41,1.021,38.04,528.0555555556
2012-06-01 09:00:00,27.61,1.077,33.36,684.7222222222
2012-06-01 10:00:00,28.81,0.992,32.48,801.1111111111
2012-06-01 11:00:00,29.94,1.182,26.92,889.1666666667
2012-06-01 12:00:00,29.99,1.682,34.35,901.9444444444
2012-06-01 13:00:00,30.26,2.538,34.89,882.2222222222
2012-06-01 14:00:00,30.59,2.558,34.35,810.2777777778
2012-06-01 15:00:00,30.52,2.456,34.08,690.2777777778
2012-06-01 16:00:00,30.11,2.193,34.21,526.1111111111
2012-06-01 17:00:00,29.44,1.882,36.71,368.3333333333
2012-06-01 18:00:00,27.56,1.873,39.83,193.4166666667
2012-06-01 19:00:00,24.88,1.279,45.46,49.6666666667
2012-06-01 20:00:00,23.41,0.673,52.52,0.0
2012-06-01 21:00:00,22.55,0.498,53.54,0.0
2012-06-01 22:00:00,22.08,0.276,53.28,0.0
2012-06-01 23:00:00,21.42,0.255,57.96,0.0
2012-06-02 00:00:00,20.68,0.364,62.37,0.0
2012-06-02 01:00:00,19.87,0.319,65.22,0.0
2012-06-02 02:00:00,19.54,0.239,63.33,0.0
2012-06-02 03:00:00,19.61,0.412,57.04,0.0
2012-06-02 04:00:00,18.93,0.539,65.1,0.0
2012-06-02 05:00:00,19.0,0.589,72.0,22.4166666667
2012-06-02 06:00:00,19.54,0.786,77.0,107.4722222222
2012-06-02 07:00:00,21.22,1.265,64.34,322.5
2012-06-02 08:00:00,21.62,1.025,61.21,293.0555555556
2012-06-02 09:00:00,21.94,1.292,62.35,324.1666666667
2012-06-02 10:00:00,23.02,1.681,59.77,468.8888888889
2012-06-02 11:00:00,23.96,2.043,56.1,642.2222222222
2012-06-02 12:00:00,25.43,2.068,58.39,903.0555555556
2012-06-02 13:00:00,25.49,2.201,57.78,871.3888888889
2012-06-02 14:00:00,25.14,2.164,54.25,808.8888888889
2012-06-02 15:00:00,23.66,2.383,58.45,684.7222222222
2012-06-02 16:00:00,23.33,1.974,60.35,439.4444444444
2012-06-02 17:00:00,22.92,1.66,61.44,326.3888888889
2012-06-02 18:00:00,21.72,1.636,63.41,125.7777777778
2012-06-02 19:00:00,20.86,1.491,69.11,34.8333333333
2012-06-02 20:00:00,20.53,1.144,71.4,0.0
2012-06-02 21:00:00,20.54,1.058,71.3,0.0
2012-06-02 22:00:00,20.74,1.387,73.6,0.0
2012-06-02 23:00:00,21.08,1.375,77.9,0.0
2012-06-03 00:00:00,20.95,0.811,76.5,0.0
2012-06-03 01:00:00,20.41,0.94,72.8,0.0
2012-06-03 02:00:00,20.41,0.981,71.5,0.0
2012-06-03 03:00:00,19.87,0.955,74.4,0.0
2012-06-03 04:00:00,20.07,0.736,76.0,0.0
2012-06-03 05:00:00,20.48,0.644,72.5,13.0194444444
2012-06-03 06:00:00,20.74,0.795,76.8,57.2222222222
2012-06-03 07:00:00,21.08,0.81,77.3,62.3888888889
2012-06-03 08:00:00,20.34,0.621,78.5,66.1944444444
2012-06-03 09:00:00,20.2,0.484,79.9,59.4166666667
2012-06-03 10:00:00,21.08,0.739,75.1,196.1111111111
2012-06-03 11:00:00,21.15,1.197,69.34,155.2777777778
2012-06-03 12:00:00,22.22,2.026,55.59,442.7777777778
2012-06-03 13:00:00,24.64,2.114,50.83,666.9444444444
2012-06-03 14:00:00,22.4,1.863,51.17,223.6111111111
2012-06-03 15:00:00,22.2,1.788,49.48,298.6111111111
2012-06-03 16:00:00,22.07,2.515,55.03,202.5
2012-06-03 17:00:00,20.59,2.306,53.42,105.9444444444
2012-06-03 18:00:00,21.21,2.022,53.76,67.4722222222
2012-06-03 19:00:00,19.79,1.506,52.01,28.8333333333
2012-06-03 20:00:00,19.8,1.299,48.22,0.0
2012-06-03 21:00:00,19.4,1.103,49.24,0.0
2012-06-03 22:00:00,19.47,0.897,59.54,0.0
2012-06-03 23:00:00,18.46,1.627,54.33,0.0
2012-06-04 00:00:00,17.78,1.902,56.83,0.0
2012-06-04 01:00:00,17.52,1.694,55.69,0.0
2012-06-04 02:00:00,17.38,1.632,54.95,0.0
2012-06-04 03:00:00,17.86,2.215,58.94,0.0
2012-06-04 04:00:00,16.64,1.567,56.64,0.0
2012-06-04 05:00:00,17.39,2.009,47.49,6.8
2012-06-04 06:00:00,17.11,2.007,47.02,29.9166666667
2012-06-04 07:00:00,17.59,2.023,46.88,75.8611111111
2012-06-04 08:00:00,19.14,2.546,47.82,255.5555555556
2012-06-04 09:00:00,20.01,2.915,34.14,623.8888888889
2012-06-04 10:00:00,21.96,3.029,31.76,814.7222222222
2012-06-04 11:00:00,23.36,2.964,28.7,932.2222222222
2012-06-04 12:00:00,24.5,2.758,25.99,965.5555555556
2012-06-04 13:00:00,23.68,2.569,26.73,687.7777777778
2012-06-04 14:00:00,24.75,2.977,23.28,725.0
2012-06-04 15:00:00,24.61,2.915,23.27,764.1666666667
2012-06-04 16:00:00,24.75,3.063,24.76,591.9444444444
2012-06-04 17:00:00,24.48,2.646,25.1,416.6666666667
2012-06-04 18:00:00,23.61,2.361,27.0,217.7777777778
2012-06-04 19:00:00,22.34,2.375,29.99,60.8611111111
2012-06-04 20:00:00,20.94,2.052,34.13,0.0
2012-06-04 21:00:00,19.87,1.931,37.66,0.0
2012-06-04 22:00:00,19.47,2.054,42.74,0.0
2012-06-04 23:00:00,18.93,1.549,46.2,0.0
2012-06-05 00:00:00,18.67,1.469,46.88,0.0
2012-06-05 01:00:00,17.18,1.297,44.65,0.0
2012-06-05 02:00:00,16.31,0.579,47.91,0.0
2012-06-05 03:00:00,15.57,0.402,50.82,0.0
2012-06-05 04:00:00,14.9,0.599,54.08,0.0
2012-06-05 05:00:00,15.78,0.878,52.32,15.3055555556
2012-06-05 06:00:00,17.67,1.297,46.22,175.9166666667
2012-06-05 07:00:00,21.71,1.08,40.58,370.0
2012-06-05 08:00:00,22.71,1.186,36.16,549.4444444444
2012-06-05 09:00:00,23.24,1.38,35.41,704.1666666667
2012-06-05 10:00:00,24.24,1.144,33.1,811.3888888889
2012-06-05 11:00:00,25.84,1.166,27.47,873.6111111111
2012-06-05 12:00:00,26.1,1.729,31.12,899.4444444444
2012-06-05 13:00:00,25.14,2.484,32.88,899.1666666667
2012-06-05 14:00:00,24.67,2.769,32.34,810.0
2012-06-05 15:00:00,25.82,2.328,28.95,707.5
2012-06-05 16:00:00,24.47,2.706,33.62,561.6666666667
2012-06-05 17:00:00,23.87,2.243,30.99,369.4444444444
2012-06-05 18:00:00,22.94,1.678,46.9,144.75
2012-06-05 19:00:00,21.4,1.276,59.57,52.4444444444
2012-06-05 20:00:00,20.06,0.716,57.29,0.0
2012-06-05 21:00:00,19.12,0.313,63.46,0.0
2012-06-05 22:00:00,18.59,0.243,64.15,0.0
2012-06-05 23:00:00,18.05,0.248,64.56,0.0
2012-06-06 00:00:00,17.32,0.267,68.83,0.0
2012-06-06 01:00:00,16.71,0.392,67.69,0.0
2012-06-06 02:00:00,15.97,0.366,69.25,0.0
2012-06-06 03:00:00,15.23,0.177,70.9,0.0
2012-06-06 04:00:00,15.97,0.48,64.71,0.4194444444
2012-06-06 05:00:00,16.31,0.635,70.6,11.2611111111
2012-06-06 06:00:00,16.58,0.816,78.5,40.5833333333
2012-06-06 07:00:00,17.45,0.742,77.5,75.8055555556
2012-06-06 08:00:00,19.0,0.918,71.7,190.8055555556
2012-06-06 09:00:00,20.0,1.226,67.66,301.9444444444
2012-06-06 10:00:00,21.55,1.028,61.01,408.6111111111
2012-06-06 11:00:00,23.97,1.143,60.78,562.5
2012-06-06 12:00:00,23.75,1.217,51.78,546.9444444444
2012-06-06 13:00:00,23.88,1.534,54.74,605.0
2012-06-06 14:00:00,23.53,2.073,60.28,610.5555555556
2012-06-06 15:00:00,23.87,1.83,56.5,432.7777777778
2012-06-06 16:00:00,22.93,2.215,62.39,328.8888888889
2012-06-06 17:00:00,22.46,1.878,62.12,326.3888888889
2012-06-06 18:00:00,22.2,1.679,67.55,136.6666666667
2012-06-06 19:00:00,20.72,1.385,63.83,35.3055555556
2012-06-06 20:00:00,19.86,1.379,70.0,3.7277777778
2012-06-06 21:00:00,19.66,1.106,71.0,0.0
2012-06-06 22:00:00,19.53,0.942,69.49,0.0
2012-06-06 23:00:00,19.74,1.028,76.9,0.0
2012-06-07 00:00:00,18.99,1.321,73.5,0.0
2012-06-07 01:00:00,18.86,1.039,74.2,0.0
2012-06-07 02:00:00,19.26,1.245,72.7,0.0
2012-06-07 03:00:00,19.06,1.437,72.9,0.0
2012-06-07 04:00:00,18.8,1.337,79.9,0.0
2012-06-07 05:00:00,18.66,1.227,79.5,3.6416666667
2012-06-07 06:00:00,18.8,1.127,79.9,15.5833333333
2012-06-07 07:00:00,19.68,1.429,78.9,28.5555555556
2012-06-07 08:00:00,19.07,2.124,81.6,72.6388888889
2012-06-07 09:00:00,19.2,2.237,78.9,122.25
2012-06-07 10:00:00,20.07,2.448,76.2,231.3888888889
2012-06-07 11:00:00,19.86,2.461,70.6,160.3333333333
2012-06-07 12:00:00,19.66,2.51,70.3,104.1666666667
2012-06-07 13:00:00,19.53,2.312,75.7,73.4722222222
2012-06-07 14:00:00,19.73,2.176,71.2,74.5833333333
2012-06-07 15:00:00,20.0,2.353,69.62,88.3333333333
2012-06-07 16:00:00,20.13,2.459,69.68,123.8055555556
2012-06-07 17:00:00,20.61,2.229,66.09,183.1111111111
2012-06-07 18:00:00,20.27,2.337,63.72,73.2777777778
2012-06-07 19:00:00,19.86,2.011,68.46,16.4611111111
2012-06-07 20:00:00,19.53,1.595,64.81,0.5944444444
2012-06-07 21:00:00,18.79,1.429,77.9,0.0
2012-06-07 22:00:00,18.19,1.691,78.8,0.0444444444
2012-06-07 23:00:00,17.71,0.395,80.4,0.0
2012-06-08 00:00:00,17.58,0.418,82.0,0.0
2012-06-08 01:00:00,18.26,0.381,86.3,0.0
2012-06-08 02:00:00,17.66,0.289,80.3,0.0
2012-06-08 03:00:00,17.18,0.397,83.2,0.0
2012-06-08 04:00:00,18.27,0.202,80.4,0.0
2012-06-08 05:00:00,17.52,0.879,79.7,29.9444444444
2012-06-08 06:00:00,17.52,1.076,68.76,45.1944444444
2012-06-08 07:00:00,17.92,1.268,66.18,89.3888888889
2012-06-08 08:00:00,19.14,0.935,60.15,126.3888888889
2012-06-08 09:00:00,19.26,0.956,55.13,117.1666666667
2012-06-08 10:00:00,19.46,0.862,55.27,105.3055555556
2012-06-08 11:00:00,21.01,0.708,56.82,162.8611111111
2012-06-08 12:00:00,22.23,0.72,52.68,230.2777777778
2012-06-08 13:00:00,25.6,0.898,41.09,748.3333333333
2012-06-08 14:00:00,25.64,1.01,42.43,527.2222222222
2012-06-08 15:00:00,25.84,1.374,33.02,362.5
2012-06-08 16:00:00,25.36,2.258,32.0,421.9444444444
2012-06-08 17:00:00,24.29,2.131,33.7,169.9166666667
2012-06-08 18:00:00,23.49,2.136,29.04,87.0277777778
2012-06-08 19:00:00,22.35,2.145,33.04,33.6666666667
2012-06-08 20:00:00,21.55,1.643,37.31,0.4194444444
2012-06-08 21:00:00,21.42,1.778,39.07,0.0
2012-06-08 22:00:00,20.54,1.816,43.68,0.0
2012-06-08 23:00:00,20.01,1.48,44.16,0.0
2012-06-09 00:00:00,19.27,1.603,46.2,0.0
2012-06-09 01:00:00,17.65,1.789,42.68,0.0
2012-06-09 02:00:00,17.52,1.651,39.16,0.0
2012-06-09 03:00:00,17.19,0.866,44.25,0.0
2012-06-09 04:00:00,15.7,0.71,44.05,0.0
2012-06-09 05:00:00,15.03,0.765,50.35,13.8222222222
2012-06-09 06:00:00,17.26,1.097,40.46,187.8888888889
2012-06-09 07:00:00,20.29,1.443,35.36,387.5
2012-06-09 08:00:00,21.83,1.216,29.6,569.4444444444
2012-06-09 09:00:00,22.98,1.346,24.38,727.7777777778
2012-06-09 10:00:00,24.17,1.251,23.15,839.7222222222
2012-06-09 11:00:00,25.44,1.237,22.27,907.5
2012-06-09 12:00:00,25.56,2.001,19.76,796.3888888889
2012-06-09 13:00:00,25.16,2.438,23.27,638.6111111111
2012-06-09 14:00:00,24.69,2.18,26.32,365.2777777778
2012-06-09 15:00:00,24.36,2.035,27.75,237.5
2012-06-09 16:00:00,24.23,2.373,26.4,334.7222222222
2012-06-09 17:00:00,22.74,2.678,28.7,134.6111111111
2012-06-09 18:00:00,22.41,2.29,31.61,50.9166666667
2012-06-09 19:00:00,21.75,1.477,35.34,30.9166666667
2012-06-09 20:00:00,20.13,1.211,35.62,0.0
2012-06-09 21:00:00,19.46,1.068,38.06,0.0
2012-06-09 22:00:00,19.19,1.414,48.02,0.0
2012-06-09 23:00:00,18.39,1.5,51.62,0.0
2012-06-10 00:00:00,17.11,1.288,48.71,0.0
2012-06-10 01:00:00,17.05,1.144,47.76,0.0
2012-06-10 02:00:00,16.57,1.316,51.08,0.0
2012-06-10 03:00:00,16.37,1.332,50.88,0.0
2012-06-10 04:00:00,16.04,1.105,54.68,0.0
2012-06-10 05:00:00,15.43,1.387,61.87,19.1
2012-06-10 06:00:00,16.65,0.971,57.06,118.75
2012-06-10 07:00:00,18.87,0.849,50.2,231.6666666667
2012-06-10 08:00:00,20.35,0.796,43.82,406.1111111111
2012-06-10 09:00:00,21.89,1.024,39.61,630.2777777778
2012-06-10 10:00:00,22.35,1.283,43.66,471.1111111111
2012-06-10 11:00:00,22.61,1.232,46.97,470.0
2012-06-10 12:00:00,21.66,2.017,54.56,405.8333333333
2012-06-10 13:00:00,22.4,2.023,52.12,501.9444444444
2012-06-10 14:00:00,22.81,2.166,42.57,412.2222222222
2012-06-10 15:00:00,21.93,2.234,38.17,291.6666666667
2012-06-10 16:00:00,22.81,2.247,42.44,450.2777777778
2012-06-10 17:00:00,20.45,2.393,49.48,211.6666666667
2012-06-10 18:00:00,19.31,2.092,66.62,95.0833333333
2012-06-10 19:00:00,19.25,1.57,67.65,72.5833333333
2012-06-10 20:00:00,19.74,0.953,66.3,2.2055555556
2012-06-10 21:00:00,19.4,2.263,50.6,0.0
2012-06-10 22:00:00,19.07,2.2,48.43,0.0
2012-06-10 23:00:00,18.46,2.183,48.98,0.0
2012-06-11 00:00:00,18.12,2.15,51.28,0.0
2012-06-11 01:00:00,17.44,1.425,55.75,0.0
2012-06-11 02:00:00,16.44,0.514,62.06,0.0
2012-06-11 03:00:00,15.84,0.37,64.44,0.0
2012-06-11 04:00:00,15.97,0.572,63.7,0.0
2012-06-11 05:00:00,16.38,0.36,63.22,23.7777777778
2012-06-11 06:00:00,18.27,1.021,57.73,154.0833333333
2012-06-11 07:00:00,20.08,1.323,46.33,381.3888888889
2012-06-11 08:00:00,21.22,2.257,48.69,509.1666666667
2012-06-11 09:00:00,22.22,2.237,43.94,519.4444444444
2012-06-11 10:00:00,22.96,2.545,40.75,650.0
2012-06-11 11:00:00,24.43,2.368,32.62,871.9444444444
2012-06-11 12:00:00,24.15,2.225,34.51,696.9444444444
2012-06-11 13:00:00,25.63,2.26,31.33,704.4444444444
2012-06-11 14:00:00,25.16,2.053,32.14,420.0
2012-06-11 15:00:00,24.14,2.718,41.27,739.7222222222
2012-06-11 16:00:00,22.72,2.987,46.89,325.0
2012-06-11 17:00:00,17.74,2.229,68.37,44.3333333333
2012-06-11 18:00:00,15.2,1.663,77.3,12.8416666667
2012-06-11 19:00:00,15.08,1.126,77.6,7.6583333333
2012-06-11 20:00:00,14.55,1.092,79.0,0.7277777778
2012-06-11 21:00:00,14.82,1.431,80.5,0.0
2012-06-11 22:00:00,14.69,1.001,79.8,0.0
2012-06-11 23:00:00,14.49,0.806,73.0,0.0
2012-06-12 00:00:00,14.76,1.08,65.47,0.0
2012-06-12 01:00:00,14.49,0.99,64.66,0.0
2012-06-12 02:00:00,13.48,0.64,68.93,0.0
2012-06-12 03:00:00,13.62,1.18,62.97,0.0
2012-06-12 04:00:00,12.67,1.031,67.45,0.0
2012-06-12 05:00:00,13.21,1.006,67.31,14.4472222222
2012-06-12 06:00:00,15.24,1.005,59.24,171.2777777778
2012-06-12 07:00:00,17.87,2.35,56.38,361.3888888889
2012-06-12 08:00:00,17.72,3.168,48.37,533.0555555556
2012-06-12 09:00:00,19.81,3.531,46.81,706.6666666667
2012-06-12 10:00:00,21.08,3.549,43.81,813.0555555556
2012-06-12 11:00:00,21.41,3.601,40.42,835.0
2012-06-12 12:00:00,21.74,3.466,39.53,810.8333333333
2012-06-12 13:00:00,22.55,3.598,38.25,764.7222222222
2012-06-12 14:00:00,22.81,3.95,36.68,800.2777777778
2012-06-12 15:00:00,21.86,3.833,36.28,639.7222222222
2012-06-12 16:00:00,22.13,2.914,37.02,545.8333333333
2012-06-12 17:00:00,21.6,3.049,38.18,384.1666666667
2012-06-12 18:00:00,20.05,2.857,42.38,92.9444444444
2012-06-12 19:00:00,19.73,1.996,47.4,64.0833333333
2012-06-12 20:00:00,17.23,2.949,48.7,1.9638888889
2012-06-12 21:00:00,17.24,2.505,51.41,0.0
2012-06-12 22:00:00,15.7,2.487,54.21,0.0
2012-06-12 23:00:00,15.5,2.417,49.13,0.0
2012-06-13 00:00:00,14.96,2.085,52.18,0.0
2012-06-13 01:00:00,13.74,0.717,61.13,0.0
2012-06-13 02:00:00,14.23,0.85,59.79,0.0
2012-06-13 03:00:00,13.21,0.497,62.63,0.0
2012-06-13 04:00:00,14.16,1.132,51.04,0.0
2012-06-13 05:00:00,14.36,1.628,51.92,14.2694444444
2012-06-13 06:00:00,17.07,1.876,49.55,170.6388888889
2012-06-13 07:00:00,18.14,2.137,43.91,369.1666666667
2012-06-13 08:00:00,18.46,2.352,33.73,550.5555555556
2012-06-13 09:00:00,20.41,2.575,36.37,718.8888888889
2012-06-13 10:00:00,21.49,2.566,34.33,845.2777777778
2012-06-13 11:00:00,22.29,2.676,30.13,830.8333333333
2012-06-13 12:00:00,23.49,2.263,28.56,942.5
2012-06-13 13:00:00,23.76,1.93,27.75,785.2777777778
2012-06-13 14:00:00,24.83,2.348,25.51,880.2777777778
2012-06-13 15:00:00,24.49,2.267,27.47,508.0555555556
2012-06-13 16:00:00,25.16,2.302,26.12,620.5555555556
2012-06-13 17:00:00,24.82,2.019,28.28,365.0
2012-06-13 18:00:00,23.68,2.492,29.5,232.5
2012-06-13 19:00:00,22.2,1.916,34.25,79.0277777778
2012-06-13 20:00:00,19.52,1.86,37.65,1.0361111111
2012-06-13 21:00:00,19.26,1.276,47.88,0.0
2012-06-13 22:00:00,17.71,0.885,46.6,0.0
2012-06-13 23:00:00,16.98,0.834,48.85,0.0
2012-06-14 00:00:00,16.58,0.635,51.7,0.0
2012-06-14 01:00:00,15.84,0.633,54.07,0.0
2012-06-14 02:00:00,15.29,0.484,55.7,0.0
2012-06-14 03:00:00,14.76,0.233,60.52,0.0
2012-06-14 04:00:00,13.41,0.23,65.54,0.0
2012-06-14 05:00:00,13.69,0.169,66.16,17.3388888889
2012-06-14 06:00:00,17.28,0.192,50.63,162.5277777778
2012-06-14 07:00:00,21.32,0.514,40.65,355.2777777778
2012-06-14 08:00:00,22.18,1.123,37.93,540.8333333333
2012-06-14 09:00:00,22.7,1.252,36.36,660.8333333333
2012-06-14 10:00:00,23.23,1.676,34.66,815.2777777778
2012-06-14 11:00:00,22.74,2.317,36.68,905.2777777778
2012-06-14 12:00:00,22.94,2.459,37.83,940.8333333333
2012-06-14 13:00:00,22.66,2.482,41.69,925.0
2012-06-14 14:00:00,22.12,2.821,50.14,873.6111111111
2012-06-14 15:00:00,21.24,2.775,54.07,733.0555555556
2012-06-14 16:00:00,21.99,2.489,56.98,598.0555555556
2012-06-14 17:00:00,20.16,2.414,59.15,379.7222222222
2012-06-14 18:00:00,20.24,1.697,60.78,234.7222222222
2012-06-14 19:00:00,19.1,1.342,64.04,49.6666666667
2012-06-14 20:00:00,18.38,0.837,70.3,0.9472222222
2012-06-14 21:00:00,18.25,0.533,72.3,0.0
2012-06-14 22:00:00,17.92,0.507,73.4,0.0
2012-06-14 23:00:00,17.78,0.498,72.9,0.0
2012-06-15 00:00:00,17.65,0.65,72.8,0.0
2012-06-15 01:00:00,17.65,0.581,71.8,0.0
2012-06-15 02:00:00,16.91,0.541,73.4,0.0
2012-06-15 03:00:00,16.31,0.374,78.5,0.0
2012-06-15 04:00:00,16.58,0.462,78.3,0.0
2012-06-15 05:00:00,16.98,0.478,71.3,17.4416666667
2012-06-15 06:00:00,18.13,0.745,68.97,120.75
2012-06-15 07:00:00,19.4,1.365,60.01,341.3888888889
2012-06-15 08:00:00,21.76,1.646,59.05,527.7777777778
2012-06-15 09:00:00,22.02,1.993,42.79,680.5555555556
2012-06-15 10:00:00,23.7,2.142,37.57,801.6666666667
2012-06-15 11:00:00,23.42,2.8,36.48,905.0
2012-06-15 12:00:00,23.21,3.009,47.58,944.1666666667
2012-06-15 13:00:00,22.87,2.643,34.78,928.3333333333
2012-06-15 14:00:00,24.08,2.591,39.45,863.6111111111
2012-06-15 15:00:00,23.94,2.567,33.9,755.0
2012-06-15 16:00:00,23.94,2.248,38.77,603.3333333333
2012-06-15 17:00:00,23.19,2.068,40.26,424.7222222222
2012-06-15 18:00:00,22.8,1.708,39.99,236.9444444444
2012-06-15 19:00:00,20.92,1.186,44.4,74.0
2012-06-15 20:00:00,19.92,0.772,46.18,1.1472222222
2012-06-15 21:00:00,18.72,0.247,52.89,0.0
2012-06-15 22:00:00,17.31,0.155,55.14,0.0
2012-06-15 23:00:00,16.57,0.275,57.45,0.0
2012-06-16 00:00:00,16.11,0.274,59.7,0.0
2012-06-16 01:00:00,15.77,0.336,58.34,0.0
2012-06-16 02:00:00,15.3,0.494,60.79,0.0
2012-06-16 03:00:00,14.76,0.497,64.05,0.0
2012-06-16 04:00:00,14.35,0.525,64.66,0.0
2012-06-16 05:00:00,14.7,0.311,64.46,15.6583333333
2012-06-16 06:00:00,18.01,0.593,51.91,160.5833333333
2012-06-16 07:00:00,22.12,0.777,47.01,347.2222222222
2012-06-16 08:00:00,23.38,1.298,42.46,525.0
