time,Tac,u,hs,Rg
2012-01-20 07:00:00,12.35,3.181,56.15,0.0
2012-01-20 08:00:00,13.23,3.614,54.25,47.2777777778
2012-01-20 09:00:00,14.03,3.499,49.21,153.6944444444
2012-01-20 10:00:00,14.57,3.716,48.2,250.2777777778
2012-01-20 11:00:00,16.25,4.032,39.24,404.1666666667
2012-01-20 12:00:00,15.49,4.777,34.29,461.9444444444
2012-01-20 13:00:00,16.23,3.86,38.21,426.9444444444
2012-01-20 14:00:00,15.56,3.341,35.5,263.8888888889
2012-01-20 15:00:00,15.42,3.117,36.04,243.8888888889
2012-01-20 16:00:00,13.6,3.055,37.2,112.8055555556
2012-01-20 17:00:00,12.73,2.929,42.09,10.0472222222
2012-01-20 18:00:00,11.38,3.798,44.53,0.0
2012-01-20 19:00:00,11.86,3.667,46.71,0.0
2012-01-20 20:00:00,11.4,4.408,46.65,0.0
2012-01-20 21:00:00,11.26,3.224,48.35,0.0
2012-01-20 22:00:00,11.6,2.868,47.6,0.0
2012-01-20 23:00:00,11.47,3.153,46.79,0.0
2012-01-21 00:00:00,11.94,3.15,48.01,0.0
2012-01-21 01:00:00,11.33,2.853,46.38,0.0
2012-01-21 02:00:00,11.2,2.935,44.48,0.0
2012-01-21 03:00:00,10.92,3.137,44.89,0.0
2012-01-21 04:00:00,11.53,2.419,46.92,0.0
2012-01-21 05:00:00,10.52,2.145,44.35,0.0
2012-01-21 06:00:00,10.86,2.84,44.14,0.0
2012-01-21 07:00:00,11.33,2.45,44.01,0.0
2012-01-21 08:00:00,11.74,3.048,48.82,21.6111111111
2012-01-21 09:00:00,12.08,3.018,45.16,162.7777777778
2012-01-21 10:00:00,12.88,2.841,47.19,255.0
2012-01-21 11:00:00,13.88,3.235,45.01,393.8888888889
2012-01-21 12:00:00,14.08,3.568,45.67,456.9444444444
2012-01-21 13:00:00,14.89,4.017,43.1,444.1666666667
2012-01-21 14:00:00,14.67,4.704,44.85,385.0
2012-01-21 15:00:00,15.01,4.289,45.6,267.7777777778
2012-01-21 16:00:00,14.13,3.664,49.73,117.4166666667
2012-01-21 17:00:00,13.34,2.251,53.61,6.8666666667
2012-01-21 18:00:00,13.28,2.49,53.75,0.0
2012-01-21 19:00:00,13.55,2.334,53.35,0.0
2012-01-21 20:00:00,13.75,2.694,52.67,0.0
2012-01-21 21:00:00,13.35,2.418,52.94,0.0
2012-01-21 22:00:00,12.87,3.238,53.41,0.0
2012-01-21 23:00:00,12.87,2.616,53.01,0.0
2012-01-22 00:00:00,12.47,2.829,55.18,0.0
2012-01-22 01:00:00,12.81,2.964,53.83,0.0
2012-01-22 02:00:00,12.81,3.272,53.56,0.0
2012-01-22 03:00:00,12.54,2.652,55.12,0.0
2012-01-22 04:00:00,12.75,2.689,52.27,0.0
2012-01-22 05:00:00,12.95,2.48,49.97,0.0
2012-01-22 06:00:00,12.68,2.486,52.54,0.0
2012-01-22 07:00:00,12.62,1.364,50.72,0.0
2012-01-22 08:00:00,13.16,1.572,50.52,24.8611111111
2012-01-22 09:00:00,14.38,1.411,43.39,143.2222222222
2012-01-22 10:00:00,15.11,2.904,41.42,281.9444444444
2012-01-22 11:00:00,15.43,3.419,40.66,423.3333333333
2012-01-22 12:00:00,16.98,3.365,41.74,460.2777777778
2012-01-22 13:00:00,16.97,3.616,43.69,451.6666666667
2012-01-22 14:00:00,17.38,2.952,42.07,386.6666666667
2012-01-22 15:00:00,16.63,3.426,43.35,274.4444444444
2012-01-22 16:00:00,15.95,2.563,41.59,122.0277777778
2012-01-22 17:00:00,14.0,2.201,44.99,7.4611111111
2012-01-22 18:00:00,13.47,2.887,44.66,0.0
2012-01-22 19:00:00,12.8,2.28,48.26,0.0
2012-01-22 20:00:00,12.87,2.101,51.92,0.0
2012-01-22 21:00:00,11.46,2.025,51.73,0.0
2012-01-22 22:00:00,11.6,1.819,53.09,0.0
2012-01-22 23:00:00,9.84,1.177,54.38,0.0
2012-01-23 00:00:00,10.05,0.648,57.92,0.0
2012-01-23 01:00:00,9.25,0.766,55.55,0.0
2012-01-23 02:00:00,9.58,0.666,58.61,0.0
2012-01-23 03:00:00,8.84,0.803,55.08,0.0
2012-01-23 04:00:00,10.06,1.262,52.7,0.0
2012-01-23 05:00:00,8.5,1.049,53.32,0.0
2012-01-23 06:00:00,8.43,0.703,57.86,0.0
2012-01-23 07:00:00,6.479,0.116,66.7,0.0
2012-01-23 08:00:00,8.45,0.084,59.03,41.3888888889
2012-01-23 09:00:00,10.07,0.474,45.87,154.3055555556
2012-01-23 10:00:00,11.88,0.817,38.52,250.5555555556
2012-01-23 11:00:00,13.96,1.244,33.83,380.2777777778
2012-01-23 12:00:00,15.43,1.247,29.82,473.6111111111
2012-01-23 13:00:00,14.48,1.202,30.63,357.7777777778
2012-01-23 14:00:00,14.55,1.588,33.54,224.7222222222
2012-01-23 15:00:00,14.14,1.359,35.85,138.3611111111
2012-01-23 16:00:00,12.66,1.671,43.24,58.2222222222
2012-01-23 17:00:00,12.2,1.004,43.93,7.4666666667
2012-01-23 18:00:00,10.45,1.199,45.63,0.0
2012-01-23 19:00:00,9.7,0.683,48.28,0.0
2012-01-23 20:00:00,9.31,0.546,52.36,0.0
2012-01-23 21:00:00,9.04,1.095,52.84,0.0
2012-01-23 22:00:00,7.55,0.705,53.59,0.0
2012-01-23 23:00:00,8.17,0.904,53.6,0.0
2012-01-24 00:00:00,8.18,0.864,53.06,0.0
2012-01-24 01:00:00,8.52,1.182,49.4,0.0
2012-01-24 02:00:00,8.31,1.812,50.62,0.0
2012-01-24 03:00:00,8.71,2.315,50.0,0.0
2012-01-24 04:00:00,9.11,1.916,49.38,0.0
2012-01-24 05:00:00,8.16,0.971,52.03,0.0
2012-01-24 06:00:00,8.72,1.306,50.21,0.0
2012-01-24 07:00:00,8.78,1.978,50.48,0.0
2012-01-24 08:00:00,9.38,2.508,47.96,29.0277777778
2012-01-24 09:00:00,10.81,2.878,41.85,179.6944444444
2012-01-24 10:00:00,11.88,3.359,37.84,271.6666666667
2012-01-24 11:00:00,12.81,3.082,33.29,426.3888888889
2012-01-24 12:00:00,13.75,3.383,31.58,474.1666666667
2012-01-24 13:00:00,14.21,3.703,32.32,464.4444444444
2012-01-24 14:00:00,14.28,3.891,33.88,398.0555555556
2012-01-24 15:00:00,12.99,3.474,38.9,281.3888888889
2012-01-24 16:00:00,12.18,3.099,36.66,131.3888888889
2012-01-24 17:00:00,11.58,2.546,42.97,8.9444444444
2012-01-24 18:00:00,10.85,2.162,47.67,0.0
2012-01-24 19:00:00,11.26,2.248,46.18,0.0
2012-01-24 20:00:00,10.58,2.024,50.72,0.0
2012-01-24 21:00:00,10.12,1.892,47.13,0.0
2012-01-24 22:00:00,10.25,1.937,48.62,0.0
2012-01-24 23:00:00,10.12,1.1,50.12,0.0
2012-01-25 00:00:00,9.65,0.537,48.23,0.0
2012-01-25 01:00:00,8.77,0.582,53.59,0.0
2012-01-25 02:00:00,9.38,0.835,57.45,0.0
2012-01-25 03:00:00,9.31,1.33,62.74,0.0
2012-01-25 04:00:00,9.58,1.502,62.07,0.0
2012-01-25 05:00:00,9.52,0.998,58.2,0.0
2012-01-25 06:00:00,6.193,0.666,65.46,0.0
2012-01-25 07:00:00,4.783,0.032,72.4,0.0
2012-01-25 08:00:00,5.462,0.0,72.3,26.5
2012-01-25 09:00:00,9.06,0.208,59.92,174.3611111111
2012-01-25 10:00:00,13.32,0.374,45.72,258.6111111111
2012-01-25 11:00:00,15.05,1.322,39.45,414.1666666667
2012-01-25 12:00:00,15.63,1.237,38.01,458.6111111111
2012-01-25 13:00:00,17.44,1.332,36.51,451.1111111111
2012-01-25 14:00:00,17.91,1.127,36.78,385.0
2012-01-25 15:00:00,16.42,1.646,44.97,267.2222222222
2012-01-25 16:00:00,14.46,1.493,41.66,124.25
2012-01-25 17:00:00,12.65,0.345,55.09,8.2333333333
2012-01-25 18:00:00,9.96,0.061,61.89,0.0
2012-01-25 19:00:00,9.43,0.101,71.9,0.0
2012-01-25 20:00:00,7.96,0.001,71.9,0.0
2012-01-25 21:00:00,7.28,0.0,73.5,0.0
2012-01-25 22:00:00,6.682,0.01,73.9,0.0
2012-01-25 23:00:00,5.937,0.0,75.5,0.0
2012-01-26 00:00:00,5.462,0.0,75.9,0.0
2012-01-26 01:00:00,5.055,0.0,79.5,0.0
2012-01-26 02:00:00,4.514,0.0,80.7,0.0
2012-01-26 03:00:00,4.526,0.0,81.4,0.0
2012-01-26 04:00:00,5.138,0.0,80.8,0.0
2012-01-26 05:00:00,5.067,0.001,82.0,0.0
2012-01-26 06:00:00,5.132,0.015,82.5,0.0
2012-01-26 07:00:00,5.196,0.019,80.4,0.0
2012-01-26 08:00:00,6.482,0.028,82.2,41.1666666667
2012-01-26 09:00:00,7.63,0.037,78.3,56.3888888889
2012-01-26 10:00:00,8.84,0.185,73.0,92.8333333333
2012-01-26 11:00:00,10.05,0.723,65.79,155.0
2012-01-26 12:00:00,10.79,0.569,61.37,178.4166666667
2012-01-26 13:00:00,10.92,0.512,60.68,139.4166666667
2012-01-26 14:00:00,12.54,0.452,54.1,218.3333333333
2012-01-26 15:00:00,13.0,1.04,52.25,204.7222222222
2012-01-26 16:00:00,11.38,1.152,60.73,48.8333333333
2012-01-26 17:00:00,9.96,0.973,67.25,13.5416666667
2012-01-26 18:00:00,8.08,0.127,75.5,0.0
2012-01-26 19:00:00,7.28,0.007,78.1,0.0
2012-01-26 20:00:00,6.682,0.001,74.6,0.0
2012-01-26 21:00:00,5.394,0.016,74.4,0.0
2012-01-26 22:00:00,5.462,0.039,71.9,0.0
2012-01-26 23:00:00,5.394,0.049,71.9,0.0
2012-01-27 00:00:00,5.131,0.0,78.3,0.0
2012-01-27 01:00:00,4.799,0.005,76.4,0.0
2012-01-27 02:00:00,5.681,0.016,75.1,0.0
2012-01-27 03:00:00,4.799,0.0,77.4,0.0
2012-01-27 04:00:00,4.256,0.018,76.2,0.0
2012-01-27 05:00:00,4.527,0.0,79.8,0.0
2012-01-27 06:00:00,4.324,0.0,78.2,0.0
2012-01-27 07:00:00,4.663,0.0,77.9,0.0
2012-01-27 08:00:00,6.764,0.258,69.91,49.0277777778
2012-01-27 09:00:00,8.99,0.748,61.2,171.1388888889
2012-01-27 10:00:00,11.62,0.9,53.59,311.1111111111
2012-01-27 11:00:00,12.54,1.216,49.49,488.3333333333
2012-01-27 12:00:00,12.86,0.895,49.41,301.6666666667
2012-01-27 13:00:00,13.0,0.956,48.73,302.5
2012-01-27 14:00:00,12.86,0.785,48.8,152.5277777778
2012-01-27 15:00:00,12.73,0.593,48.87,92.5833333333
2012-01-27 16:00:00,12.33,0.556,49.55,47.9166666667
2012-01-27 17:00:00,11.38,0.945,52.74,9.2777777778
2012-01-27 18:00:00,10.78,0.56,53.77,0.0
2012-01-27 19:00:00,9.84,0.637,67.06,0.0
2012-01-27 20:00:00,9.03,0.604,68.55,0.0
2012-01-27 21:00:00,9.43,0.462,70.7,0.0
2012-01-27 22:00:00,8.49,0.637,70.7,0.0
2012-01-27 23:00:00,8.02,0.616,70.4,0.0
2012-01-28 00:00:00,8.43,0.604,70.8,0.0
2012-01-28 01:00:00,7.48,0.52,68.17,0.0
2012-01-28 02:00:00,7.01,0.199,70.5,0.0
2012-01-28 03:00:00,6.736,0.043,73.0,0.0
2012-01-28 04:00:00,6.206,0.096,72.9,0.0
2012-01-28 05:00:00,5.734,0.104,72.4,0.0
2012-01-28 06:00:00,5.327,0.099,77.1,0.0
2012-01-28 07:00:00,4.852,0.018,81.3,0.0
2012-01-28 08:00:00,4.254,0.097,72.3,15.4583333333
2012-01-28 09:00:00,6.766,0.684,59.19,165.2777777778
2012-01-28 10:00:00,9.74,1.301,42.68,278.6111111111
2012-01-28 11:00:00,11.27,1.697,30.38,441.9444444444
2012-01-28 12:00:00,11.45,1.242,31.18,455.8333333333
2012-01-28 13:00:00,12.46,2.274,29.41,500.8333333333
2012-01-28 14:00:00,11.98,2.211,28.74,317.5
2012-01-28 15:00:00,11.91,2.421,28.94,355.0
2012-01-28 16:00:00,10.56,1.861,29.62,120.3333333333
2012-01-28 17:00:00,8.68,1.16,37.56,13.475
2012-01-28 18:00:00,6.934,1.002,42.66,0.0
2012-01-28 19:00:00,6.939,1.501,53.11,0.0
2012-01-28 20:00:00,5.924,0.956,54.06,0.0
2012-01-28 21:00:00,5.733,0.423,54.21,0.0
2012-01-28 22:00:00,5.53,0.736,59.78,0.0
2012-01-28 23:00:00,5.394,0.943,59.17,0.0
2012-01-29 00:00:00,5.801,1.081,57.47,0.0
2012-01-29 01:00:00,6.073,1.61,54.35,0.0
2012-01-29 02:00:00,6.005,1.571,54.35,0.0
2012-01-29 03:00:00,6.073,1.408,55.44,0.0
2012-01-29 04:00:00,6.412,1.542,49.19,0.0
2012-01-29 05:00:00,6.412,1.08,49.87,0.0
2012-01-29 06:00:00,6.684,1.066,48.92,0.0
2012-01-29 07:00:00,6.684,0.871,52.52,0.0
2012-01-29 08:00:00,6.548,0.298,51.43,5.35
2012-01-29 09:00:00,6.751,0.556,53.67,31.1111111111
2012-01-29 10:00:00,7.55,1.125,47.69,89.3611111111
2012-01-29 11:00:00,7.55,1.083,43.89,129.1666666667
2012-01-29 12:00:00,8.7,1.799,37.98,259.7222222222
2012-01-29 13:00:00,9.43,2.066,36.14,348.0555555556
2012-01-29 14:00:00,9.09,1.845,37.84,180.8611111111
2012-01-29 15:00:00,9.16,1.261,37.77,102.5
2012-01-29 16:00:00,8.69,1.357,39.4,70.0833333333
2012-01-29 17:00:00,7.48,1.448,39.95,18.7416666667
2012-01-29 18:00:00,5.718,1.21,40.5,0.0
2012-01-29 19:00:00,5.258,0.708,48.79,0.0
2012-01-29 20:00:00,3.971,0.977,53.2,0.0
2012-01-29 21:00:00,3.169,0.917,50.43,0.0
2012-01-29 22:00:00,3.306,1.427,49.01,0.0
2012-01-29 23:00:00,3.034,1.184,49.62,0.0
2012-01-30 00:00:00,2.491,1.425,51.18,0.0
2012-01-30 01:00:00,2.423,1.265,53.28,0.0
2012-01-30 02:00:00,2.695,1.009,55.52,0.0
2012-01-30 03:00:00,2.498,0.718,56.28,0.0
2012-01-30 04:00:00,1.419,0.891,58.33,0.0
2012-01-30 05:00:00,1.419,0.615,59.34,0.0
2012-01-30 06:00:00,1.555,1.195,56.22,0.0
2012-01-30 07:00:00,1.283,0.77,58.19,0.0
2012-01-30 08:00:00,2.777,0.865,54.18,33.6111111111
2012-01-30 09:00:00,5.278,1.176,46.3,195.8333333333
2012-01-30 10:00:00,6.553,1.432,37.87,279.7222222222
2012-01-30 11:00:00,8.43,1.165,35.68,438.0555555556
2012-01-30 12:00:00,8.35,1.38,31.94,488.0555555556
2012-01-30 13:00:00,9.89,1.117,31.45,477.7777777778
2012-01-30 14:00:00,10.23,1.016,30.91,410.2777777778
2012-01-30 15:00:00,11.37,0.737,29.01,296.9444444444
2012-01-30 16:00:00,9.0,0.791,37.07,138.75
2012-01-30 17:00:00,6.107,0.574,44.28,9.1444444444
2012-01-30 18:00:00,5.039,0.178,50.53,0.0
2012-01-30 19:00:00,4.308,0.144,53.74,0.0
2012-01-30 20:00:00,3.712,0.426,51.38,0.0
2012-01-30 21:00:00,2.627,0.307,52.54,0.0
2012-01-30 22:00:00,2.016,0.198,55.25,0.0
2012-01-30 23:00:00,2.084,0.041,58.71,0.0
2012-01-31 00:00:00,2.967,0.144,58.78,0.0
2012-01-31 01:00:00,3.238,0.158,54.64,0.0
2012-01-31 02:00:00,3.102,0.185,54.17,0.0
2012-01-31 03:00:00,2.627,0.227,55.32,0.0
2012-01-31 04:00:00,3.373,0.247,55.8,0.0
2012-01-31 05:00:00,3.373,0.017,55.46,0.0
2012-01-31 06:00:00,2.695,0.134,61.36,0.0
2012-01-31 07:00:00,2.898,0.074,61.56,0.0888888889
2012-01-31 08:00:00,3.441,0.317,58.31,22.8611111111
2012-01-31 09:00:00,4.392,0.272,54.57,83.7777777778
2012-01-31 10:00:00,5.123,0.543,59.58,133.4722222222
2012-01-31 11:00:00,4.037,0.927,63.38,153.0277777778
2012-01-31 12:00:00,4.037,0.761,60.19,121.8333333333
2012-01-31 13:00:00,4.241,0.605,69.55,86.6111111111
2012-01-31 14:00:00,2.952,0.897,77.4,53.5833333333
2012-01-31 15:00:00,1.804,1.088,81.2,23.0833333333
2012-01-31 16:00:00,1.88,0.329,82.5,53.0277777778
2012-01-31 17:00:00,2.016,0.031,81.2,19.8333333333
2012-01-31 18:00:00,1.744,0.154,80.8,0.0
2012-01-31 19:00:00,1.006,0.014,80.9,0.0
2012-01-31 20:00:00,1.691,0.775,62.2,0.0
2012-01-31 21:00:00,0.876,1.581,56.49,0.0
2012-01-31 22:00:00,0.468,0.595,61.72,0.0
2012-01-31 23:00:00,-0.007,0.715,56.7,0.0
2012-02-01 00:00:00,0.468,0.791,58.26,0.0
2012-02-01 01:00:00,0.131,0.946,57.92,0.0
2012-02-01 02:00:00,-1.287,0.914,59.02,0.0
2012-02-01 03:00:00,-2.031,0.22,65.41,0.0
2012-02-01 04:00:00,-2.099,0.091,64.53,0.0
2012-02-01 05:00:00,-2.099,0.288,62.9,0.0
2012-02-01 06:00:00,-1.894,0.212,65.21,0.0
2012-02-01 07:00:00,-2.229,0.28,62.91,0.0
2012-02-01 08:00:00,-1.281,0.447,59.57,44.8611111111
2012-02-01 09:00:00,1.026,1.102,51.49,206.1111111111
2012-02-01 10:00:00,4.339,1.208,42.1,285.8333333333
2012-02-01 11:00:00,4.993,1.379,40.38,457.5
2012-02-01 12:00:00,6.263,1.274,39.68,500.5555555556
2012-02-01 13:00:00,6.793,1.223,36.42,486.6666666667
2012-02-01 14:00:00,7.19,1.365,35.94,419.1666666667
2012-02-01 15:00:00,6.516,1.408,35.8,301.6666666667
2012-02-01 16:00:00,5.23,1.462,36.28,151.1388888889
2012-02-01 17:00:00,3.348,1.309,43.01,22.1666666667
2012-02-01 18:00:00,1.732,1.56,43.77,0.0
2012-02-01 19:00:00,1.472,1.615,47.99,0.0
2012-02-01 20:00:00,0.795,1.054,49.08,0.0
2012-02-01 21:00:00,0.264,0.983,51.26,0.0
2012-02-01 22:00:00,-1.093,0.397,53.91,0.0
2012-02-01 23:00:00,-0.404,0.555,53.72,0.0
2012-02-02 00:00:00,-1.42,0.667,54.95,0.0
2012-02-02 01:00:00,-1.623,0.9,56.92,0.0
2012-02-02 02:00:00,-1.623,0.69,57.87,0.0
2012-02-02 03:00:00,-2.167,0.413,60.72,0.0
2012-02-02 04:00:00,-2.569,0.093,61.82,0.0
2012-02-02 05:00:00,-2.364,0.881,58.56,0.0
2012-02-02 06:00:00,-2.976,1.152,56.32,0.0
2012-02-02 07:00:00,-2.298,0.621,54.07,0.0
2012-02-02 08:00:00,-3.049,0.436,55.09,17.8611111111
2012-02-02 09:00:00,-1.148,0.667,51.55,77.3055555556
2012-02-02 10:00:00,0.066,0.818,46.18,78.6388888889
2012-02-02 11:00:00,1.759,0.84,42.3,133.8611111111
2012-02-02 12:00:00,1.882,1.222,43.04,180.6944444444
2012-02-02 13:00:00,1.473,1.394,54.91,139.3055555556
2012-02-02 14:00:00,0.794,1.204,67.54,131.2222222222
2012-02-02 15:00:00,0.794,1.357,61.56,129.6944444444
2012-02-02 16:00:00,1.744,1.233,54.84,78.5833333333
2012-02-02 17:00:00,1.134,0.982,55.73,9.6666666667
2012-02-02 18:00:00,0.998,0.72,54.17,0.0
2012-02-02 19:00:00,0.591,0.877,48.67,0.0
2012-02-02 20:00:00,0.863,1.024,45.95,0.0
2012-02-02 21:00:00,0.735,0.688,48.14,0.0
2012-02-02 22:00:00,0.468,0.743,48.34,0.0
2012-02-02 23:00:00,0.061,0.828,42.78,0.0
2012-02-03 00:00:00,-0.482,1.456,39.59,0.0
2012-02-03 01:00:00,-0.686,1.474,40.6,0.0
2012-02-03 02:00:00,-0.618,0.622,41.96,0.0
2012-02-03 03:00:00,-1.161,1.146,42.1,0.0
2012-02-03 04:00:00,-1.701,0.604,42.71,0.0
2012-02-03 05:00:00,-2.305,0.686,44.89,0.0
2012-02-03 06:00:00,-2.846,0.616,45.17,0.0
2012-02-03 07:00:00,-2.642,1.516,42.66,0.0
2012-02-03 08:00:00,-2.099,1.96,40.01,49.0277777778
2012-02-03 09:00:00,-0.672,1.645,35.18,184.0277777778
2012-02-03 10:00:00,-0.278,1.959,29.67,279.7222222222
2012-02-03 11:00:00,1.409,1.997,29.39,426.6666666667
2012-02-03 12:00:00,2.754,1.995,26.4,486.3888888889
2012-02-03 13:00:00,3.834,1.494,21.71,485.2777777778
2012-02-03 14:00:00,4.565,1.69,17.7,435.5555555556
2012-02-03 15:00:00,4.836,1.817,13.77,328.6111111111
2012-02-03 16:00:00,3.344,2.795,13.09,181.4166666667
2012-02-03 17:00:00,1.118,2.648,14.18,34.8055555556
2012-02-03 18:00:00,-0.292,2.726,18.19,0.0
2012-02-03 19:00:00,-1.094,2.457,21.66,0.0
2012-02-03 20:00:00,-1.704,2.188,23.15,0.0
2012-02-03 21:00:00,-2.032,1.219,23.43,0.0
2012-02-03 22:00:00,-2.167,1.127,21.67,0.0
2012-02-03 23:00:00,-2.506,1.142,21.19,0.0
2012-02-04 00:00:00,-2.642,1.031,19.77,0.0
2012-02-04 01:00:00,-3.31,0.514,21.47,0.0
2012-02-04 02:00:00,-4.736,0.17,27.25,0.0
2012-02-04 03:00:00,-5.478,0.236,31.26,0.0
2012-02-04 04:00:00,-6.763,0.324,32.35,0.0
2012-02-04 05:00:00,-5.064,0.177,23.04,0.0
2012-02-04 06:00:00,-6.355,0.138,30.04,0.0
2012-02-04 07:00:00,-6.283,0.332,29.03,0.0
2012-02-04 08:00:00,-4.311,0.3,22.7,50.1666666667
2012-02-04 09:00:00,-2.35,0.542,17.87,233.3333333333
2012-02-04 10:00:00,-0.464,0.626,14.88,313.6111111111
2012-02-04 11:00:00,1.081,1.362,11.14,493.8888888889
2012-02-04 12:00:00,1.881,2.872,11.06,556.1111111111
2012-02-04 13:00:00,2.411,3.161,10.52,547.7777777778
2012-02-04 14:00:00,2.477,3.224,10.18,479.4444444444
2012-02-04 15:00:00,2.612,2.974,10.86,356.3888888889
2012-02-04 16:00:00,1.12,1.91,15.67,187.3611111111
2012-02-04 17:00:00,-0.771,1.435,19.55,35.7222222222
2012-02-04 18:00:00,-1.57,0.997,21.32,0.0
2012-02-04 19:00:00,-2.849,0.224,21.67,0.0
2012-02-04 20:00:00,-2.842,0.22,22.89,0.0
2012-02-04 21:00:00,-3.445,0.433,25.82,0.0
2012-02-04 22:00:00,-4.328,0.641,28.67,0.0
2012-02-04 23:00:00,-4.124,0.42,27.18,0.0
2012-02-05 00:00:00,-4.464,0.37,27.31,0.0
2012-02-05 01:00:00,-5.067,0.585,29.56,0.0
2012-02-05 02:00:00,-6.287,0.321,32.42,0.0
2012-02-05 03:00:00,-7.51,0.117,46.02,0.0
2012-02-05 04:00:00,-7.3,0.13,44.19,0.0
2012-02-05 05:00:00,-7.16,0.086,39.37,0.0
2012-02-05 06:00:00,-8.52,0.013,46.17,0.0
2012-02-05 07:00:00,-9.0,0.014,49.84,0.0
2012-02-05 08:00:00,-6.888,0.083,48.48,55.5833333333
2012-02-05 09:00:00,-4.653,0.378,31.61,197.5
2012-02-05 10:00:00,-3.782,0.736,29.08,185.0555555556
2012-02-05 11:00:00,-2.163,0.989,23.44,302.2222222222
2012-02-05 12:00:00,0.54,1.18,19.15,452.7777777778
2012-02-05 13:00:00,1.813,1.49,14.19,560.0
2012-02-05 14:00:00,3.563,1.647,10.79,487.2222222222
2012-02-05 15:00:00,4.227,1.715,10.58,360.8333333333
2012-02-05 16:00:00,3.006,1.281,11.26,164.6111111111
2012-02-05 17:00:00,0.577,1.055,14.79,29.0555555556
2012-02-05 18:00:00,-0.964,0.476,18.4,0.0
2012-02-05 19:00:00,-2.785,0.07,22.95,0.0
2012-02-05 20:00:00,-3.181,0.022,26.43,0.0
2012-02-05 21:00:00,-3.241,0.272,29.83,0.0
2012-02-05 22:00:00,-3.785,0.471,31.32,0.0
2012-02-05 23:00:00,-3.988,0.58,30.92,0.0
2012-02-06 00:00:00,-4.464,0.638,32.27,0.0
2012-02-06 01:00:00,-5.212,0.45,35.2,0.0
2012-02-06 02:00:00,-5.271,0.366,36.43,0.0
2012-02-06 03:00:00,-6.219,0.518,39.83,0.0
2012-02-06 04:00:00,-5.681,0.274,39.82,0.0
2012-02-06 05:00:00,-6.968,0.18,42.82,0.0
2012-02-06 06:00:00,-6.967,0.049,50.09,0.0
2012-02-06 07:00:00,-6.695,0.182,48.67,0.0
2012-02-06 08:00:00,-5.132,0.16,37.72,51.8611111111
2012-02-06 09:00:00,-0.791,0.406,24.6,246.9444444444
2012-02-06 10:00:00,2.862,0.758,18.34,319.4444444444
2012-02-06 11:00:00,5.752,1.597,10.45,504.4444444444
2012-02-06 12:00:00,6.882,2.266,8.07,559.4444444444
2012-02-06 13:00:00,7.48,2.569,7.26,551.6666666667
2012-02-06 14:00:00,7.6,2.58,7.53,485.2777777778
2012-02-06 15:00:00,7.19,2.79,7.66,364.1666666667
2012-02-06 16:00:00,6.313,2.81,8.41,201.3888888889
2012-02-06 17:00:00,4.428,2.507,9.56,43.6944444444
2012-02-06 18:00:00,3.087,2.194,10.45,0.0
2012-02-06 19:00:00,1.675,2.035,11.34,0.0
2012-02-06 20:00:00,0.794,1.765,11.61,0.0
2012-02-06 21:00:00,0.061,1.756,13.31,0.0
2012-02-06 22:00:00,-0.55,2.031,17.59,0.0
2012-02-06 23:00:00,-0.686,1.779,17.86,0.0
2012-02-07 00:00:00,-0.545,1.961,16.23,0.0
2012-02-07 01:00:00,-0.538,2.15,13.79,0.0
2012-02-07 02:00:00,-0.673,2.302,13.79,0.0
2012-02-07 03:00:00,-1.013,2.478,13.92,0.0
2012-02-07 04:00:00,-1.488,1.855,12.84,0.0
2012-02-07 05:00:00,-0.876,1.854,10.46,0.0
2012-02-07 06:00:00,0.346,2.289,7.54,0.0
2012-02-07 07:00:00,-1.42,0.884,9.92,0.0
2012-02-07 08:00:00,1.161,1.072,7.27,61.0277777778
2012-02-07 09:00:00,1.693,1.613,7.94,249.1666666667
2012-02-07 10:00:00,1.623,1.696,12.15,325.0
2012-02-07 11:00:00,1.541,1.734,14.46,497.2222222222
2012-02-07 12:00:00,3.496,1.565,11.47,546.6666666667
2012-02-07 13:00:00,4.3,1.832,12.82,541.6666666667
2012-02-07 14:00:00,4.294,2.221,15.4,469.4444444444
2012-02-07 15:00:00,3.344,1.908,18.18,343.3333333333
2012-02-07 16:00:00,1.784,1.616,21.43,182.7777777778
2012-02-07 17:00:00,-0.17,1.582,25.78,50.1388888889
2012-02-07 18:00:00,-1.038,1.371,28.37,0.0
2012-02-07 19:00:00,-1.772,1.312,30.55,0.0
2012-02-07 20:00:00,-1.636,1.312,29.94,0.0
2012-02-07 21:00:00,-2.303,0.862,31.18,0.0
2012-02-07 22:00:00,-2.778,0.696,31.92,0.0
2012-02-07 23:00:00,-3.382,0.407,32.34,0.0
2012-02-08 00:00:00,-3.717,0.707,32.68,0.0
2012-02-08 01:00:00,-4.396,0.187,34.58,0.0
2012-02-08 02:00:00,-4.328,0.279,35.2,0.0
2012-02-08 03:00:00,-5.687,0.435,39.54,0.0
2012-02-08 04:00:00,-5.212,0.254,39.61,0.0
2012-02-08 05:00:00,-5.687,0.402,38.87,0.0
2012-02-08 06:00:00,-5.891,0.567,39.61,0.0
2012-02-08 07:00:00,-6.367,0.27,42.13,0.0
2012-02-08 08:00:00,-4.123,0.089,36.42,57.2777777778
2012-02-08 09:00:00,-2.697,0.579,32.55,219.4444444444
2012-02-08 10:00:00,-1.079,0.927,28.87,307.2222222222
